   3    3  0.11762E-01 -0.11898E-01
   8    3  0.31889E-01 -0.12507E-01
  13    3  0.53518E-01 -0.13766E-01
  18    3  0.77860E-01 -0.15895E-01
  23    3  0.10662     -0.19327E-01
  28    3  0.14247     -0.24946E-01
  33    3  0.19006     -0.34720E-01
  38    3  0.25859     -0.53870E-01
  43    3  0.36883     -0.10084    
  48    3  0.55679     -0.27749    
  53    3  0.44053     -0.70776    
  58    3  0.13974     -0.83057    
  63    3 -0.10640     -0.85022    
  68    3 -0.35873     -0.81859    
  73    3 -0.67370     -0.64748    
  78    3 -0.68101     -0.21636    
  83    3 -0.51012     -0.85959E-01
  88    3 -0.41290     -0.47426E-01
  93    3 -0.35220     -0.30578E-01
  98    3 -0.31060     -0.21519E-01
 103    3 -0.28022     -0.16018E-01
 108    3 -0.25705     -0.12399E-01
 113    3 -0.23879     -0.98784E-02
 118    3 -0.22405     -0.80464E-02
 123    3 -0.21192     -0.66695E-02
 128    3 -0.20179     -0.56068E-02
 133    3 -0.19321     -0.47685E-02
 138    3 -0.18587     -0.40953E-02
 143    3 -0.17955     -0.35467E-02
 148    3 -0.17404     -0.30941E-02
 153    3 -0.16922     -0.27172E-02
 158    3 -0.16498     -0.24010E-02
 163    3 -0.16121     -0.21344E-02
 168    3 -0.15786     -0.19091E-02
 173    3 -0.15485     -0.17191E-02
 178    3 -0.15213     -0.15595E-02
 183    3 -0.14965     -0.14272E-02
 188    3 -0.14737     -0.13196E-02
 193    3 -0.14525     -0.12353E-02
 198    3 -0.14325     -0.11734E-02
 203    3 -0.14133     -0.11336E-02
 208    3 -0.13947     -0.11164E-02
 213    3 -0.13761     -0.11226E-02
 218    3 -0.13572     -0.11536E-02
 223    3 -0.13376     -0.12113E-02
 228    3 -0.13168     -0.12980E-02
 233    3 -0.12943     -0.14164E-02
 238    3 -0.12696     -0.15695E-02
 243    3 -0.12419     -0.17604E-02
 248    3 -0.12108     -0.19922E-02
 253    3 -0.11755     -0.22677E-02
 258    3 -0.11352     -0.25891E-02
 263    3 -0.10891     -0.29572E-02
 268    3 -0.10366     -0.33711E-02
 273    3 -0.97673E-01 -0.38276E-02
 278    3 -0.90895E-01 -0.43201E-02
 283    3 -0.83270E-01 -0.48384E-02
 288    3 -0.74766E-01 -0.53681E-02
 293    3 -0.65378E-01 -0.58904E-02
 298    3 -0.55135E-01 -0.63832E-02
 303    3 -0.44107E-01 -0.68220E-02
 308    3 -0.32405E-01 -0.71822E-02
 313    3 -0.20179E-01 -0.74413E-02
 318    3 -0.76149E-02 -0.75822E-02
   3    8  0.11188E-01 -0.31201E-01
   8    8  0.30275E-01 -0.32735E-01
  13    8  0.50611E-01 -0.35893E-01
  18    8  0.73148E-01 -0.41176E-01
  23    8  0.99110E-01 -0.49550E-01
  28    8  0.13016     -0.62861E-01
  33    8  0.16852     -0.84821E-01
  38    8  0.21652     -0.12344    
  43    8  0.27216     -0.19652    
  48    8  0.30598     -0.33286    
  53    8  0.23714     -0.50593    
  58    8  0.78138E-01 -0.61198    
  63    8 -0.10016     -0.63878    
  68    8 -0.27749     -0.59710    
  73    8 -0.42638     -0.47287    
  78    8 -0.47096     -0.29775    
  83    8 -0.42890     -0.17499    
  88    8 -0.37589     -0.11015    
  93    8 -0.33238     -0.74991E-01
  98    8 -0.29871     -0.54227E-01
 103    8 -0.27249     -0.40995E-01
 108    8 -0.25171     -0.32043E-01
 113    8 -0.23494     -0.25696E-01
 118    8 -0.22117     -0.21026E-01
 123    8 -0.20970     -0.17487E-01
 128    8 -0.20004     -0.14737E-01
 133    8 -0.19180     -0.12558E-01
 138    8 -0.18472     -0.10801E-01
 143    8 -0.17859     -0.93654E-02
 148    8 -0.17324     -0.81782E-02
 153    8 -0.16854     -0.71873E-02
 158    8 -0.16439     -0.63547E-02
 163    8 -0.16071     -0.56516E-02
 168    8 -0.15742     -0.50568E-02
 173    8 -0.15447     -0.45543E-02
 178    8 -0.15180     -0.41321E-02
 183    8 -0.14937     -0.37814E-02
 188    8 -0.14714     -0.34960E-02
 193    8 -0.14506     -0.32719E-02
 198    8 -0.14310     -0.31069E-02
 203    8 -0.14123     -0.30004E-02
 208    8 -0.13940     -0.29536E-02
 213    8 -0.13759     -0.29687E-02
 218    8 -0.13575     -0.30495E-02
 223    8 -0.13384     -0.32010E-02
 228    8 -0.13182     -0.34295E-02
 233    8 -0.12963     -0.37423E-02
 238    8 -0.12723     -0.41473E-02
 243    8 -0.12454     -0.46532E-02
 248    8 -0.12151     -0.52686E-02
 253    8 -0.11806     -0.60012E-02
 258    8 -0.11412     -0.68571E-02
 263    8 -0.10960     -0.78393E-02
 268    8 -0.10443     -0.89462E-02
 273    8 -0.98522E-01 -0.10170E-01
 278    8 -0.91806E-01 -0.11493E-01
 283    8 -0.84221E-01 -0.12889E-01
 288    8 -0.75726E-01 -0.14320E-01
 293    8 -0.66308E-01 -0.15735E-01
 298    8 -0.55993E-01 -0.17073E-01
